level,cell_type,number_of_cells,ds
level_1,memory B cell,166,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,non-classical monocyte,663,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,mesothelial cell,10,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,naive B cell,139,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,alveolar macrophage,4016,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,vein endothelial cell,781,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,lung ciliated cell,145,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,"central memory CD4-positive, alpha-beta T cell",196,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,pulmonary alveolar type 1 cell,332,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,regulatory T cell,101,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,capillary endothelial cell,1652,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,basal cell,127,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,smooth muscle cell of the pulmonary artery,259,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,alveolar capillary type 2 endothelial cell,185,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,endothelial cell of artery,285,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,pericyte,110,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,endothelial cell of lymphatic vessel,208,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,fibroblast of lung,177,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,pulmonary alveolar type 2 cell,1891,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,plasma cell,220,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,fibroblast,327,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,club cell,203,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,goblet cell,7,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,myofibroblast cell,27,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,plasmablast,10,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,erythrocyte,70,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,muscle cell,1,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,alveolar type 1 fibroblast cell,1,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,natural killer cell,6,573_Xu_Human_2023_Lung_UpperLobeOfLeftLung
level_1,alveolar capillary type 2 endothelial cell,207,574_Xu_Human_2023_Lung_LungParenchyma
level_1,club cell,166,574_Xu_Human_2023_Lung_LungParenchyma
level_1,pulmonary alveolar type 2 cell,4873,574_Xu_Human_2023_Lung_LungParenchyma
level_1,capillary endothelial cell,674,574_Xu_Human_2023_Lung_LungParenchyma
level_1,macrophage,5378,574_Xu_Human_2023_Lung_LungParenchyma
level_1,alveolar macrophage,3309,574_Xu_Human_2023_Lung_LungParenchyma
level_1,memory B cell,926,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"CD16-positive, CD56-dim natural killer cell, human",10652,574_Xu_Human_2023_Lung_LungParenchyma
level_1,vein endothelial cell,1407,574_Xu_Human_2023_Lung_LungParenchyma
level_1,fibroblast,3073,574_Xu_Human_2023_Lung_LungParenchyma
level_1,endothelial cell of lymphatic vessel,334,574_Xu_Human_2023_Lung_LungParenchyma
level_1,fibroblast of lung,983,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"effector memory CD4-positive, alpha-beta T cell",5662,574_Xu_Human_2023_Lung_LungParenchyma
level_1,endothelial cell of artery,356,574_Xu_Human_2023_Lung_LungParenchyma
level_1,classical monocyte,3807,574_Xu_Human_2023_Lung_LungParenchyma
level_1,non-classical monocyte,342,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"effector memory CD8-positive, alpha-beta T cell, terminally differentiated",3178,574_Xu_Human_2023_Lung_LungParenchyma
level_1,plasma cell,263,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"CD16-negative, CD56-bright natural killer cell, human",564,574_Xu_Human_2023_Lung_LungParenchyma
level_1,basal cell,99,574_Xu_Human_2023_Lung_LungParenchyma
level_1,smooth muscle cell of the pulmonary artery,713,574_Xu_Human_2023_Lung_LungParenchyma
level_1,conventional dendritic cell,381,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"effector memory CD8-positive, alpha-beta T cell",2225,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"central memory CD4-positive, alpha-beta T cell",664,574_Xu_Human_2023_Lung_LungParenchyma
level_1,lung ciliated cell,434,574_Xu_Human_2023_Lung_LungParenchyma
level_1,plasmacytoid dendritic cell,38,574_Xu_Human_2023_Lung_LungParenchyma
level_1,naive B cell,617,574_Xu_Human_2023_Lung_LungParenchyma
level_1,T cell,77,574_Xu_Human_2023_Lung_LungParenchyma
level_1,myofibroblast cell,521,574_Xu_Human_2023_Lung_LungParenchyma
level_1,mast cell,2758,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"dendritic cell, human",86,574_Xu_Human_2023_Lung_LungParenchyma
level_1,regulatory T cell,717,574_Xu_Human_2023_Lung_LungParenchyma
level_1,natural killer cell,107,574_Xu_Human_2023_Lung_LungParenchyma
level_1,pulmonary alveolar type 1 cell,244,574_Xu_Human_2023_Lung_LungParenchyma
level_1,pericyte,50,574_Xu_Human_2023_Lung_LungParenchyma
level_1,muscle cell,29,574_Xu_Human_2023_Lung_LungParenchyma
level_1,plasmablast,28,574_Xu_Human_2023_Lung_LungParenchyma
level_1,alveolar type 1 fibroblast cell,54,574_Xu_Human_2023_Lung_LungParenchyma
level_1,mesothelial cell,10,574_Xu_Human_2023_Lung_LungParenchyma
level_1,T follicular helper cell,6,574_Xu_Human_2023_Lung_LungParenchyma
level_1,"central memory CD4-positive, alpha-beta T cell",6401,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"activated CD4-positive, alpha-beta T cell",8889,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"effector memory CD4-positive, alpha-beta T cell",6,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,regulatory T cell,763,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"effector memory CD8-positive, alpha-beta T cell",359,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"central memory CD8-positive, alpha-beta T cell",12,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,T follicular helper cell,51,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"CD16-negative, CD56-bright natural killer cell, human",2,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,plasma cell,12,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,T cell,15,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,mucosal invariant T cell,1,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,innate lymphoid cell,2,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"CD16-positive, CD56-dim natural killer cell, human",2,575_Xu_Human_2023_Lymph_node_BronchopulmonaryLymphNode
level_1,"central memory CD8-positive, alpha-beta T cell",2706,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"central memory CD4-positive, alpha-beta T cell",19534,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,plasmacytoid dendritic cell,73,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"effector memory CD4-positive, alpha-beta T cell",2704,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,naive B cell,4267,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,classical monocyte,64,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"effector memory CD8-positive, alpha-beta T cell",2295,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,memory B cell,7638,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,regulatory T cell,5722,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"CD16-negative, CD56-bright natural killer cell, human",603,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,plasma cell,534,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,macrophage,164,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,conventional dendritic cell,101,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,T follicular helper cell,6209,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,germinal center B cell,215,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"dendritic cell, human",67,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"activated CD4-positive, alpha-beta T cell",226,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"CD16-positive, CD56-dim natural killer cell, human",91,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,innate lymphoid cell,234,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,non-classical monocyte,37,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,T cell,278,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,plasmablast,307,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,mucosal invariant T cell,111,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,B cell,74,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,mast cell,41,576_Xu_Human_2023_Lymph_node_ThoracicLymphNode
level_1,"central memory CD4-positive, alpha-beta T cell",10355,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,naive B cell,4002,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"central memory CD8-positive, alpha-beta T cell",1454,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,memory B cell,7642,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"effector memory CD4-positive, alpha-beta T cell",420,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,T follicular helper cell,5458,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"effector memory CD8-positive, alpha-beta T cell",4186,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,regulatory T cell,6842,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"CD16-negative, CD56-bright natural killer cell, human",950,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,macrophage,324,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"activated CD4-positive, alpha-beta T cell",245,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,germinal center B cell,101,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"dendritic cell, human",37,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,innate lymphoid cell,867,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,T cell,428,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,conventional dendritic cell,130,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,plasma cell,209,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,mast cell,7,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,mucosal invariant T cell,171,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,plasmablast,12,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,"CD16-positive, CD56-dim natural killer cell, human",415,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,classical monocyte,37,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,plasmacytoid dendritic cell,10,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,B cell,44,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,non-classical monocyte,36,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,stromal cell,69,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,endothelial cell of lymphatic vessel,98,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,endothelial cell,72,577_Xu_Human_2023_Lymph_node_MesentericLymphNode
level_1,naive B cell,2,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,endothelial cell of lymphatic vessel,279,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,endothelial cell,293,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,plasma cell,44,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,stromal cell,154,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,classical monocyte,2,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,"effector memory CD8-positive, alpha-beta T cell",1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,memory B cell,1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,macrophage,3,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,"activated CD4-positive, alpha-beta T cell",1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,"central memory CD4-positive, alpha-beta T cell",1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,germinal center B cell,1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,conventional dendritic cell,1,578_Xu_Human_2023_Lymph_node_LymphNode
level_1,pancreatic A cell,15043,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic D cell,2782,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,type B pancreatic cell,9353,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic ductal cell,1131,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic PP cell,120,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,endothelial cell,356,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic stellate cell,342,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic acinar cell,3574,579_Xu_Human_2023_Pancreas_IsletOfLangerhans
level_1,pancreatic A cell,1633,580_Xu_Human_2023_Pancreas_Pancreas
level_1,endothelial cell,1693,580_Xu_Human_2023_Pancreas_Pancreas
level_1,pancreatic D cell,478,580_Xu_Human_2023_Pancreas_Pancreas
level_1,type B pancreatic cell,1720,580_Xu_Human_2023_Pancreas_Pancreas
level_1,pancreatic ductal cell,16315,580_Xu_Human_2023_Pancreas_Pancreas
level_1,pancreatic PP cell,170,580_Xu_Human_2023_Pancreas_Pancreas
level_1,pancreatic stellate cell,1818,580_Xu_Human_2023_Pancreas_Pancreas
level_1,pancreatic acinar cell,53832,580_Xu_Human_2023_Pancreas_Pancreas
level_1,macrophage,539,580_Xu_Human_2023_Pancreas_Pancreas
level_1,vein endothelial cell,804,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,capillary endothelial cell,7738,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,pericyte,566,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,adipocyte,1063,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,mural cell,4813,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,macrophage,897,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,lymphocyte,1182,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,skeletal muscle satellite stem cell,6955,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,fibroblast,5523,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,cell of skeletal muscle,4078,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,fast muscle cell,64349,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,mesenchymal stem cell,14034,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,slow muscle cell,44442,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,erythroid lineage cell,25,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,secondary lymphoid organ macrophage,4491,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,mast cell,449,581_Xu_Human_2023_Skeletal_muscle_SkeletalMuscleOrganVertebrate
level_1,vein endothelial cell,456,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,capillary endothelial cell,71,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,endothelial cell of lymphatic vessel,34,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,mural cell,45,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,lymphocyte,83,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,mesenchymal stem cell,1496,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,skeletal muscle satellite stem cell,270,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,cell of skeletal muscle,65,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,macrophage,88,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,secondary lymphoid organ macrophage,6,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,tendon cell,33,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,endothelial cell of artery,12,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,slow muscle cell,1,582_Xu_Human_2023_Skeletal_muscle_MuscleOfPelvicDiaphragm
level_1,endothelial cell of lymphatic vessel,10,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,capillary endothelial cell,279,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,vein endothelial cell,568,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,mural cell,347,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,mesenchymal stem cell,4206,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,cell of skeletal muscle,64,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,skeletal muscle satellite stem cell,556,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,macrophage,246,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,secondary lymphoid organ macrophage,13,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,lymphocyte,68,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,endothelial cell of artery,27,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,tendon cell,11,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,fast muscle cell,2,583_Xu_Human_2023_Skeletal_muscle_RectusAbdominisMuscle
level_1,mesenchymal stem cell,1387,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,skeletal muscle satellite stem cell,201,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,capillary endothelial cell,189,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,cell of skeletal muscle,38,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,mural cell,145,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,lymphocyte,13,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,vein endothelial cell,72,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,endothelial cell of artery,10,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,tendon cell,9,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,macrophage,37,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,endothelial cell of lymphatic vessel,3,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,fast muscle cell,1,584_Xu_Human_2023_Skeletal_muscle_MuscleOfAbdomen
level_1,mural cell,133,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,macrophage,289,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,mesenchymal stem cell,510,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,cell of skeletal muscle,201,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,capillary endothelial cell,331,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,slow muscle cell,1,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,vein endothelial cell,211,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,tendon cell,43,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,skeletal muscle satellite stem cell,114,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,endothelial cell of artery,10,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,lymphocyte,310,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,fast muscle cell,5,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,endothelial cell of lymphatic vessel,6,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,secondary lymphoid organ macrophage,6,585_Xu_Human_2023_Skeletal_muscle_MuscleTissue
level_1,mucosal invariant T cell,6221,586_Xu_Human_2023_Spleen
level_1,"CD16-negative, CD56-bright natural killer cell, human",10842,586_Xu_Human_2023_Spleen
level_1,"effector memory CD8-positive, alpha-beta T cell",13368,586_Xu_Human_2023_Spleen
level_1,memory B cell,30949,586_Xu_Human_2023_Spleen
level_1,naive B cell,25132,586_Xu_Human_2023_Spleen
level_1,"CD16-positive, CD56-dim natural killer cell, human",10223,586_Xu_Human_2023_Spleen
level_1,"central memory CD4-positive, alpha-beta T cell",17781,586_Xu_Human_2023_Spleen
level_1,leukocyte,1837,586_Xu_Human_2023_Spleen
